id	filename	md5	size	state
d421b1b0-1c9d-4a04-a07c-7eeecb73c772	c863c768-d9ec-4408-bcb1-a80f2c5257fd.rna_seq.genomic.gdc_realn.bam	e9e00e1cd6d4d0ce4f66e5771aa65713	6783733982	released
1d2b084a-03e7-466d-babc-e73d89047498	e8903645-a516-4e44-b802-128eeffce68f.rna_seq.genomic.gdc_realn.bam	fbe125c32925eba8851215dffc6e4cd9	8363266339	released
bcb5842d-d460-4b5c-9eb7-6ec8b00d5c7b	81507dfb-defd-4e93-a844-ac4488792aea.rna_seq.genomic.gdc_realn.bam	ce7b92ddaa6f466283db0e86f4c283d5	10537638881	released
0b747b73-c2be-4118-821b-59cf510c757b	4cd31c01-4a33-4f89-9ea6-bbb78869a8fb.rna_seq.genomic.gdc_realn.bam	0553e2d66a0e3509400b1a1cb172f0f3	8443840838	released
4cb1cf6b-b93e-4e93-93c5-5dce5fc68a28	b05ad932-30ff-4c88-9304-f581bf55cac0.rna_seq.genomic.gdc_realn.bam	930296b8de7ab66c1b504d6007b2893c	7232543899	released
7ee5a0ba-dac6-43cd-a16a-1be95469073e	7ca29e4e-12dc-49ef-acbd-c21b8c991a60.rna_seq.genomic.gdc_realn.bam	6836281f4221e36ff516c4c167a34a29	9546131939	released
4df016f9-cfad-42d2-b2b8-87b6ad134ace	df254df9-c7a9-40f7-922e-92c121cf1963.rna_seq.genomic.gdc_realn.bam	1d80c8a913efb70dca6b6fe80f5d0433	7148564220	released
4de01004-dd20-43aa-a2e7-9cfbd50d53b7	0bec06ba-8bc9-45de-bab8-0cae5452aad7.rna_seq.genomic.gdc_realn.bam	7529f7436472cb66e67ffe007f45f888	5311455154	released
eab2fff1-9264-4407-a54c-f0afda16ab41	2b3c2118-b073-4607-895b-eaee36bbd9cf.rna_seq.genomic.gdc_realn.bam	c763b96a4713e1317760fc75b82ca3f1	6234468296	released
9b834c18-03fa-42f0-9013-2fbd1513a76a	eefa0692-7324-4871-a96b-442fb1a5a65c.rna_seq.genomic.gdc_realn.bam	aa7807e4989e8c74bf96701dbafe7085	9952986764	released
e623ca86-ca6d-4a8a-99bb-5370cf2632f9	baa29642-0988-4335-b397-64cc8a740252.rna_seq.genomic.gdc_realn.bam	074b9ff77f0970ca1c8916e17b9d9cae	8822184370	released
ff8e6f16-596a-48cf-98b6-62db10c8340c	ff4e9865-4bbb-4ca1-a9d1-941527d43857.rna_seq.genomic.gdc_realn.bam	b1e3f0ee88a6e0736cdfbba5915b9247	5575152614	released
29253082-2051-45fa-a6f7-a7c6567a35f4	9846ade8-aabc-4df6-9fbd-04c7b82391e0.rna_seq.genomic.gdc_realn.bam	ddfa0cc7779654a1364fc161f1d523c5	9877982752	released
622c9fe2-f185-4ffc-a8aa-01ba420830a6	bd7e0009-8ab5-4d68-8b48-a0fdeffad5b2.rna_seq.genomic.gdc_realn.bam	1281b348d97f3b679294a9698866d789	7850547398	released
b55f93c3-576b-4f29-bd3e-3e26cdf55dee	b0699b56-9990-4192-b444-e83bf960ce56.rna_seq.genomic.gdc_realn.bam	7189b8c5a300af34042466f9bf242d7e	10198919387	released
3800b6fe-42a9-4477-84ca-86de1a126063	cf64da64-511a-46c9-bf90-772648dc46b3.rna_seq.genomic.gdc_realn.bam	9cce42819612c71a5b0342f411eb3935	10525720042	released
fa872f1a-dd6a-497b-bead-456b2e99ec05	9f7dd707-cb05-4b4b-beed-219d4bfad6dc.rna_seq.genomic.gdc_realn.bam	d972cffd4564d4d352da7f0328c6fabc	5827354506	released
7f8448a4-a46d-43c0-99fa-25c13c26be5d	3c00a8d9-3b61-4176-9794-1d8979b7d935.rna_seq.genomic.gdc_realn.bam	7e3be3a975609366f18deaef17538ff4	4634656775	released
2a5b8f42-e155-45f5-a53a-9cf6bf673a33	905ff6d5-bdbd-40a7-8c6f-85f9cd3add5f.rna_seq.genomic.gdc_realn.bam	29386101f274b77a82e1bb1953828854	4869349834	released
a8ad5415-3470-470f-8aa5-562bf8578f06	0f452e17-8b8a-4f85-958b-b07e3c908aa1.rna_seq.genomic.gdc_realn.bam	3a1ab97ac6c3d15253876de5729be4da	6904054351	released
70551176-5a01-4b67-b1ab-2b7ad230b327	572fe505-c7fd-47fb-ac0c-2e2195ad8336.rna_seq.genomic.gdc_realn.bam	45625ac4d2411c25cd8c65631f0bf2cd	7410278277	released
7b85a91e-0594-4964-8acc-7d281b2365b4	eb94366a-78b6-4d0b-bdd4-96b350f2965a.rna_seq.genomic.gdc_realn.bam	ba16778da405e061f4df6bc91f2dee6e	9079712262	released
